Id,Sex,НЕВЕРОТН 1  Невероятные приключения итальянцев в России,ТЕЛОХРАН 2  Телохранитель,КАВКАЗСК 3  Кавказская пленница или Новые приключения Шурика,ПТЫЙ_ЭЛЕ 4  Пятый элемент,ТЕРМИНАТ 5  Терминатор,КРЕПКИЙ 6  Крепкий орешек,ПОЛИЦ_АК 7  Полицейская академия,ЧУЖИЕ 8  Чужие,КРОКОДИЛ 9  Крокодил Данди,ЗДРАВСТВ 10  Здравствуйте  я ваша тетя!,ИРОНИ_СУ 11  Ирония судьбы или с легким паром,КРАСОТКА 12  Красотка,МАТРИЦА 13  Матрица,ТИТАНИК 14  Титаник,К_9 15  К-9,НАЗАД_В 16  Назад в будущее,САМА_ОБА 17  Сама обательная и привлекательна,БЛИЗНЕЦЫ 18  Близнецы,СОБАЧЬЕ 19  Собачье сердце,СОБАКА_Б 20  Собака Баскервилей,МЕСТО_ВС 21  Место встречи изменить нельзя,ГОРЕЦ 22  Горец,СЛУЖЕБНЫ 23  Служебный роман,ОС_РЫБ 25  Особенности национальной рыбалки,ОС_ОХОТЫ 26  Особенности национальной охоты,ДЕСТЬ_НЕ 27  Десть негритят,ТЕРМИНA2 28  Терминатор 2: судный день,ВОКЗАЛ_Д 29  Вокзал для двоих,ГЕНИЙ 30  Гений,ИВАН_ВАС 31  Иван Васильевич меняет профессию,РОККИ 32  Рокки,ОДИН_ДОМ 33  Один дома,САМОГОНЩ 34  Самогонщики,ОБЫКНОВЕ 35  Обыкновенное чудо,В_БОЙ_ИД 36  В бой идут одни старики,ПАРК_ЮРС 37  Парк Юрского периода,МОСКВА_С 38  Москва слезам не верит,БЕЛОЕ_СО 39  Белое солнце пустыни,ЛЮДИ_В_Ч 40  Люди в черном,ОДИН_ДМ2 41  Один дома 2: потерянный в Нью-Йорке,ХИЩНИК 42  Хищник,ВСПОМНИТ 43  Вспомнить все,ИНТЕРДЕВ 44  Интердевочка,ЧЕЛЮСТИ 45  Челюсти,ЛЕОН 46  Леон,ПОЛИЦ_ДС 47  Полицейский из детского сада,ОТ_ЗАКАТ 48  От заката до рассвета,ПРАВДИВА 49  Правдивая ложь,АРМАГЕДД 50  Армагеддон,А_ЗОРИ_З 51  А зори здесь тихие,ДВОЙНОЙ 52  Двойной удар,МАСКА 53  Маска,БЛЕФ 54  Блеф,ДЕНЬ_СУР 56  День сурка,БЕГУЩИЙ 57  Бегущий человек,ЗИМН_ВИШ 58  Зимняя вишня,ТУТСИ 59  Тутси,НА_ДЕРИБ 60  На Дерибасовской хороша погода или на Брайтон Бич всегда идут дожди,ТРИ_ПЛЮС 61  Три плюс два,ЧАРОДЕИ 62  Чародеи,БАБНИК 63  Бабник,ЗУБАСТИК 64  Зубастики,ИГРУШКА 65  Игрушка (Франция),ВЫСОКИЙ 66  Высокий блондин в черном ботинке,ГАЗОНОКО 67  Газонокосильщик,ЧЕЛОВЕК 68  Человек дождя,МАЛЕНЬКИ 69  Маленький гигант большого секса,ПОКРОВСК 70  Покровские ворота,КРЕПК_2 71  Крепкий орешек 2,СИБИРСКИ 72  Сибирский цирюльник,МОЛЧАНИЕ 73  Молчание ягнят,ЭКИПАЖ 74  Экипаж,КОММАНДО 75  Коммандос,ФОРРЕСТ 76  Форрест Гамп,ДОРОГА_ 77  Дорогая  я уменьшил детей,УКРОЩЕНИ 78  Укрощение строптивого,ПРОФЕССИ 79  Профессионал,ДЖУМАНДЖ 80  Джуманджи,ГОРЧИЕ_Г 81  Горячие головы,ПОСЛЕДНИ 82  Последний бойскаут,ДЖЕНТЛЬМ 83  Джентльмены удачи,СПИСОК_Ш 84  Список Шиндлера,В_ДЖАЗЕ 85  В джазе только девушки,ЗВЕЗДНЫЙ 86  Звездный десант,ОТПЕТЫЕ 87  Отпетые мошенники,АДВОКАТ 88  Адвокат дьявола,ПАПАШИ 89  Папаши,ЕСЛИ_НАС 90  Если наступит завтра,В_ЗОНЕ_О 91  В зоне особого внимания,ГРЗНЫЕ_Т 92  Грязные танцы,СОРОК_ВО 93  Сорок восемь,ЗАХВАТ 94  Захват,БЕТХОВЕН 95  Бетховен,ДОСПЕХИ 96  Доспехи Бога,ЧАСТНЫЙ 97  Частный детектив или операция-кооперация,ШЕСТОЕ_Ч 98  Шестое чувство,СКАЛОЛАЗ 99  Скалолаз,ГАРАЖ 100  Гараж,МЭВЕРИК 101 Мэверик,ИНТРОВЕР 102 Интроверсия-Экстраверсия (тест Айзенка),ЭМОЦИОНА 103 Эмоциональная устойчивость-Невротизм (тест Айзенка),E_I__КЕЙ 104 E/I (тест Кейpси),S_N__КЕЙ 105 S/N (тест Кейpси),T_F__КЕЙ 106 T/F (тест Кейpси),J_P__КЕЙ 107 J/P (тест Кейpси),ЗАМКНУТО 108 Замкнутость-Общительность (тест Кэттелла),УРОВЕНЬ 109 Уровень интеллекта (тест Кэттелла),ЭМОЦИОНА 110 Эмоциональная неустойчивость-Устойчивость (тест Кэттелла),НЕДОБРОС 111 Недобросовестность-Высокая совестливость (тест Кэттелла),ПОДЧИНЕН 112 Подчиненность-Доминантность (тест Кэттелла),ОЗАБОЧЕН 113 Озабоченность-Беспечность (тест Кэттелла),РОБОСТЬ_ 114 Робость-Смелость (тест Кэттелла),ЖЕСТКОСТ 115 Жесткость-Чувствительность (тест Кэттелла),ДОВЕРЧИВ 116 Доверчивость-Подозрительность (тест Кэттелла),ПРАКТИЧН 117 Практичность-Мечтательность (тест Кэттелла),ПРМОЛИНЕ 118 Прямолинейность-Дипломатичность (тест Кэттелла),САМОУВЕР 119 Самоуверенность-Тревожность (тест Кэттелла),КОНСЕРВА 120 Консерватизм-Радикализм (тест Кэттелла),ЗАВИСИМО 121 Зависимость от группы-Самостоятельность (тест Кэттелла),НИЗКИЙ_В 122 Низкий-Высокий самоконтроль поведения (тест Кэттелла),РАССЛАБЛ 123 Расслабленность-Напряженность (тест Кэттелла),IQ 124 IQ,ВЕРБАЛЬН 125 Вербальный интеллект,ЧИСЛОВОЙ 126 Числовой интеллект,ПРОСТРАН 127 Пространственный интеллект,РАВЕН 128 Невербальный интеллект (тест Равена),ОСВЕДОМЛ 129 Осведомленность (тест Амтхауэра),КЛАССИФИ 130 Классификация (тест Амтхауэра),АНАЛОГИИ 131 Аналогии (тест Амтхауэра),ОБОБЩЕНИ 132 Обобщение (тест Амтхауэра),МАТЕМАТ1 133 Математические способности (практическое мышление) (тест Амтхауэра),МАТЕМАТ2 134 Математические способности (теоретическое мышление) (тест Амтхауэра),КОМБИНАТ 135 Комбинаторное мышление (тест Амтхауэра),ПРОСТРАН 136 Пространственное воображение (тест Амтхауэра),ЗАПОМИНА 137 Запоминание и воспроизведение информации (тест Амтхауэра),ВОЗPАСТ 139 Возpаст,AGE_CAT 139,ОБPАЗОВА 140 Обpазование,EDU_CAT 140,УPОВЕНЬ 141 Уpовень доходов,АСИММЕТP 142 Асимметpия полушаpий,АКТИВНОС 181 Активность и сила (ЛД),ДОБРОСЕР 182 Добросердечность (ЛД),ТРУДОВЫЕ 183 Трудовые качества (ЛД),ОБЩА_ОЦЕ 184 Общая оценка (ЛД),ОБЩИТЕЛЬ 185 Общительность и эмоциональность (ЛД),АНЕКДОТЫ 186 Анекдоты (оценка чувства юмора),ТЮФ 187 ТЮФ (оценка чувства юмора),ФОТО_СPЕ 188 Фото-сpедняя оценка,ФОТО_СКО 189 Фото-СКО,ФОТО_ЗАН 190 Фото-занижение-завышение оценки,РУКА_ПЕР 191 Рука-переплетение пальцев рук - ведущая,РУКА_ИМИ 192 Рука-имитация аплодисментов - ведущая,РУКА_СКР 193 Рука-скрещивание рук на груди - ведущая,HОГА 194 Hога - ведущая,ГЛАЗ 195 Глаз - ведущая,РУКОЙ_ПИ 196 Рука  которой пишут,ПЕРЕУЧИВ 197 Переучивали ли писать  если левша,САМООПPЕ 198 Самоопpеделение пpавша-левша,БОК_ПРЕД 199 Бок  на котором предпочитают спать,ГЛАЗ_У_В 200 Глаз  который обычно шире открыт
268,2,,8,9,7,6,6,5,,8,8,9,7,8,4,,8,8,7,9,,9,,9,4,7,6,6,8,,9,7,6,,7,,,10,9,5,3,3,6,7,,8,6,9,7,,,3,8,,8,6,8,9,,8,8,3,,9,,6,8,3,,7,4,7,8,,7,6,9,8,5,6,,9,,10,,,,,8,,,,,,,,,,,,20,9,7,12,8,12,7,5,7,8,7,0,10,12,5,7,5,5,6,8,5,5,,,,,,,,,,,,,,,25,2,5,3,,5,,,,,,7.5,3.86,4.063,1.386,-0.133,2,2,2,2,2,1,4,1,2,2
269,1,9,7.5,10,8,7,6,7,7,8,6,11,7,7,8,,8,7,6,10,9,9,7,8,4,5,7,9,8,6,10,6,6,10,8,9,8,8,10,8,6,6,7,6,8,6,6,7,9,4,9,5,8,7.5,7,7,7,7,7,,7,8,6,8,6.5,7,8,7.5,6.5,6,8,9,7.5,7,9,6,9,7,6,8,6,,,8,7,6,,8,7.5,8,,8,,,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4,5,3,2,3,1.333,0.262,1.695,-0.531,-0.044,,4.98,,,,1,2,2,2,1,1,4,1,2,1
270,1,6,10,10,7,10,6,6,6,8,7,8,10,12,8,6,10,5,6,12,6,10,7,5,7,10,5,8,,4,10,7,6,10,10,7,10,,10,9,4,10,8,7,5,8,6,6,4,10,5,3,12,6,12,2,10,8,2,,7,6,,6,7,9,9,5,,2,12,8,5,10,12,5,6,8,4,2,8,11,12,12,8,6,8,7,7,5,7,5,8,6,6,2,9,7,8,2,,,7,13,12,19,7,6,6,8,2,6,10,9,6,12,3,2,8,8,10,4,97.5,,,,,,,,,,,,,,35,4,5,3,2,,,,,,,,,,,,,,,,,,,,,
271,2,6,7,9,7,6,6,2,,8,9,9,7,,7,7,7,9,6,9,7,8,,10,6,6,7,7,8,7,9,5,,7,10,7,,10,6,,5,6,4,8,7,,6,,,6,10,5,7,,7,7,7,,6,7,7,6,3,,2,7,7,5,8,7,8,8,6,,,5,7,6,5,6,,,,8,,,,3,7,6,,,,,7,,,,,,15,7,7,18,13,19,9,4,10,5,6,8,6,8,8,2,6,0,6,8,8,7,110,,,,100,17,14,11,16,,,15,,,23,2,,,,5,,,,,,,,,,,2,2,2,2,2,1,4,1,2,2
272,1,6,6,11,7,6.5,,7,4,7,,8,9,6,8,,9,7,6,12,11,10,,12,4,7,9,6.5,8,11,12,5,6,8,12,12,6,9,,8,5,3,7,5,,7,,6,7,7,7,4,7,12,12,,6,12,6,8,,5,,5,8,5,,4,7,,,6,8,5,10,7,,11,,7,,12,10,6.5,8,7,4,8,,,5,,,6.5,,7,12,,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,,,,4,0.899,-0.9,0.291,-1.535,0.463,7.75,6.92,4.234,1.45,-0.09,2,2,1,2,2,1,4,1,1,3
273,,7,5,10,6,4,6,7,4,6,9,8,6,6,1,4,9,7,2,10,9,9,4,8,6,7,7,5,4,6,12,1,3,9,10,7,3,8,10,6,1,2,3,3,1,11,3,6,5,5,7,1,6,8,3,2,4,5,2,9,9,1,3,8,7,5,9,1,8,3,3,3,5,1,7,2,10,9,6,8,10,,3,9,2,7,,4,1,4,,5,,,10,,7,,,2,,,,,,,8,4,9,7,5,6,8,6,2,4,9,7,8,8,5,5,,,,,88,,,,,,,,,,,,,,,3,,,,,,,,,,,2,2,2,1,1,1,1,1,2,2
274,1,8,8,9,8,8,8,6,10,8,8,9,8,10,,,,7,7,7,7,9,10,8,9,10,7,10,7,7,9,,7,8,8,8,,8,9,,6,8,8,7,8,9,,7,,,9,7,9,7,7,8,7,7,6,8,8,6,,7,7,9,8,6,7,8,6,10,7,6,8,8,7,,,7,8,,8,7,7,,,7,8,8,,,,,7,,,,,,4,6,4,14,13,17,3,7,9,4,4,12,5,5,7,8,4,6,8,9,11,2,112.5,125,,,99,,,,,,,,,,38,4,5,3,2,4,,,,,,,4.94,7,1,1.967,1,2,2,2,2,1,4,1,2,2
275,2,7,5,10,12,7,9,4,7,6,11,11,8,10,3,7,8,7,6,10,7,8,7,10,,,8,7,5,,8,2,10,10,8,,4,9,12,10,7,7,5,2,5,10,6,8,,5,,5,12,8,,8,6,4,,,11,6,,10,9,9,6,,,6,,9,6,5,10,,10,8,,,,,,10,,9,,8,10,,,7,,,9,,6,,,,13,8,4,8,7,14,7,6,9,9,4,9,8,9,3,7,4,6,10,7,7,6,,,,124,72,12,18,13,15,,,12,20,,29,3,,,,2,,,,,,6.712,6.92,5.333,3.249,1.543,1,2,1,1,2,1,4,1,3,3
276,2,6,10,7,9,5,8,6.5,5,4,7,8,10,8,5,8,7,7,9,12,10,8,,8,9,7,7,6,9,5,7,4,8,5,10,10,6,7.5,7,,9,,8,5,5,11,7,6,7,,5,,8,6,9,4,8,11,4,7.5,4,4,5,6,6,8,10,4,11,7.5,11,7,7,6.5,12,4,7,7,,7,9,6.5,7,10,,7,7.5,6,,4,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,6.019,4.7,3.719,1.875,-0.514,2,2,2,2,2,1,4,1,2,2
277,2,7,2,10,5,1,1,10,5,8,6,10,1,1,1,1,5,7,3,10,7,10,1,10,6,5,8,1,5,9,10,1,5,9,8,10,2,8,10,2,1,1,3,10,1,1,2,8,5,2,8,1,,10,6,5,5,1,,5,6,7,2,,4,5,4,4,6,2,3,,,2,10,5,,10,3,1,5,,2,,1,3,,,1,,,1,,,,,,,,,1,17,1,16,8,8,2,4,4,2,0,7,1,6,7,6,7,12,5,8,5,9,,,,,,,,,,,,,,,26,3,4,2,,,,,,,,,5.38,,,,,,,,,,,,,
278,2,12,10,9,7,7,5,5,6,4,10,10,,,,8,7,12,5,,8,,6,10,,7,7,7,12,11,12,6,7,5,,12,7,12,12,,6,3,,,4,12,8,,,9,,4,8,7,,,,6,8,,3,,4,6,5,,10,,,6,,9,9,,,6,9,8,3,6,,12,,7,,,7,10,,,10,6,7,10,7,5,,6,,,18,18,7,7,4,7,7,5,4,6,9,4,7,7,6,10,4,10,6,4,0,9,125,162.5,142.5,134.88,129,,,,,,,,,,22,2,4,2,,2,-0.035,0.037,-1.644,-0.113,1.022,,6.38,5.75,0.829,0.832,,,,,,,,,,
279,1,8,4,9,8,7,7,7,7,8,11,7,6,8,6,7,9,5,6,9,10,7,9,7,6,6,9,8,7,3,10,7,6,6,10,8,7,4,12,6,6,4,6,5,10,10,4,10,6,6,6,4,7,10,11,7,3,10,1,7,4,2,8,8,7,3,9,4,7,7,7,10,6,4,10,7,9,9,7,10,6,8,10,12,4,10,7,8,6,6,6,6,6,7,5,,9,7,,9,8,17,3,3,7,6,,,,,,,,,,,,,,,,,145,185,,,,,,,,,,,,,34,4,5,3,3,,,,,,,7.038,,,,,,,,,,,,,,
280,2,8,8,8,9,6,7,6,5,7,10,9,9,7,10,7,7,7,9,9,7,9,5,9,7,8,7,6,9,7,11,5,9,6,8,10,8,11,8,5,8,6,8,8,6,10,8,5,5,4,9,5,11,,8,7,8,,6,6,11,6,6,9,,7,6,5,9,6,12,9,8,8,9,6,7,8,,5,7,,,9,,,,,,7,,5,,,,,8,,,,,,6,12,7,17,,,,,,,,,,,,,,,,,142.5,142.5,,138.96,,,,,,,,,,,26,3,5,3,2,2,,,,,,6.731,4.18,,,,1,2,1,1,2,1,3,1,2,2
281,2,10,7,10,7,2,9,3,2,8,9,10,10,6,3,9,10,10,9,7,8,8,8,10,7,9,9,4,9,10,10,3,6,10,8,7,5,8,9,6,5,3,1,6,1,8,10,7,8,9,7,2,2,9,9,5,7,9,7,8,10,8,2,10,10,3,10,5,10,7,6,8,5,4,7,8,10,10,6,3,6,,5,10,6,10,,10,10,5,,9,,,7,,6,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,4,2,1,5,,,,,,,5.54,3.75,1.639,-1.472,2,2,2,2,2,1,4,1,3,1
282,1,5,6,7,5,6,8,6,5,8,8,8,6,9,6,7,7,,6,8,4,5,7,8,,5,2,8,5,7,8,2,5,7,5,8,7,8,7,7,5,6,,6,5,8,3,,7,,5,4,7,7,,4,2,7,1,5,6,6,6,7,6,4,,3,8,8,,,5,3,7,,7,6,7,6,7,8,,8,2,7,,7,,6,7,,5,6,7,3,,4,8,7,10,6,2,12,13,12,4,7,12,4,6,6,8,7,10,7,6,4,12,9,7,5,147.5,,,136.24,82,,,,,,,,,,29,3,5,3,2,3,,,,,,5.615,3.86,4.118,1.676,0.113,,,,,,,,,,
283,2,5,9,8,7,6,7,9,6,8,10,10,10,6,7,7,8,10,9,10,10,5,9,11,7,7,10,6,8,7,9,8,6,7,10,4,6,11,7,6,7,5,5,6,5,9,5,7,6,5,5,7,,5,9,6,8,8,,7,10,5,8,,7,8,10,5,9,5,10,,,5,8,6,,6,8,7,4,,6,,6,4,,,6,5,,7,,,,,,,,,16,8,9,11,4,15,9,4,10,6,9,9,9,11,2,8,3,6,9,5,8,5,125,145,,130.8,69,,,,,,,,,,21,2,4,2,2,2,,,,,,,6.8,,,,,,,,,,,,,
284,2,7,7,7,9,7,9,9,9,6,6,7,10,8,9,,,8,,10,10,7,6,11,2,5,9,10,,10,7,2,10,7,6,9,7,11,7,9,7,2,,6,9,6,9,9,,6,,4,9,,9,,6,,1,6,7,6,4,9,9,6,6,5,,6,7,9,,,,5,6,9,,9,,,,9,,,,7,,,,,,,6,,10,,,,14,19,6,13,8,8,10,3,9,7,3,10,4,5,8,5,3,7,9,3,1,7,117.5,,,,85,14,11,10,10,,,,,19,21,2,4,2,1,,,,,,,,2.82,1.5,0.5,-3.543,,,,,,,,,,
285,1,7,,7,6,5,7,,5,7,5,9,,,,,6,6,5,,6,,,7,,,7,,6,4,8,4,6,6,6,6,,7,7,,,4,4,,5,8,5,9,,,7,,7,8,,7,5,8,,6,7,,,7,6,,8,,8,4,,7,7,,8.5,2,7,,7,6,,7,,7,,7,7,6,,,7,,7,,,3,7,,,8,,,6,12,4,8,9,5,8,5,7,3,10,10,2,11,5,3,8,9,2,7,117.5,,,,68,18,12,19,16,18,4,16,,,31,4,5,3,2,3,,,,,,,3.36,,,,2,2,1,2,1,1,4,1,2,2
286,2,8,6,6,8,5,6,5,1,6,6,5,9,8,6,5,5,10,6,6,8,8,1,9,1,1,7,4,7,5,7,5,7,5,7,5,1,9,6,3,4,1,2,8,1,1,7,7,1,9,7,2,,1,5,7,9,1,,8,6,9,4,,1,1,1,6,7,5,12,,,1,10,1,,1,1,1,1,,1,,1,3,,,1,5,,1,,,,,,,,,11,17,4,14,12,17,6,3,9,7,6,12,10,8,5,9,7,9,10,5,10,7,,,,,88,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,1,2,2,,,,,
287,2,7,3,6,7.8,1,,5,1,6,8,10,7.6,,10,,,8,,9,5,7,,11,2,3,9,,9,4,8,1,,,8,6,,9,8,,,,,4,,10,,,,,9,,,8,,,8,,,4,10,6,,8,8,,,5,7,,5,9,7,,8,,9,,5,,,7,,8.5,,,,,,4,7,,,,,,,,8.2,,3,16,4,4,7,12,4,6,5,3,5,10,6,8,5,9,4,8,8,6,4,6,120,145,122.5,138.96,96,15,13,12,16,13,10,,,20,25,2,6,4,1,3,-1.077,0.572,-0.572,0.691,-0.128,6.846,6.84,5.225,2.097,0.93,,,,,,,,,,
288,1,7,7,9,8,8,10,8,6,9,10,10,7,11,,9,8,8,7.5,11,9,8,6.5,9,5,6,8,7,8,7,10,2,9,9,12,,8,9,10,7,8,6,5,,4,8,7,5,,5,7,4,10,9,10,5,4,8,,8,8,7,3,10,8,6.5,7,5,12,10,7,5,9,5,12,6,9,7,9,9,10,9,10,7,6,,11,9,,,9,,,8,7,3,,,,8,,,7,18,15,14,8,7,10,4,9,4,10,7,6,8,7,4,10,4,8,8,,187.5,,,101,,,,,,,,,,23,2,5,3,2,3,,,,,,6.404,4.98,4.577,1.523,0.147,,,,,,,,,,
289,2,6,6,6,7,6,6,6,6,5,8,7,7,6,5,,9,9,,9,8,8,6,8,4,5,5,5,8,5,8,5,6,8,7,8,,8,8,8,6,,4,7,5,10,5,7,,5,8,4,5,8,8,,5,,6,5,8,5,2,8,5,3,7,,9,6,6,8,7,1,9,,9,,,,5,,7,8,,,,7,,,,,,,,,6,,,,21,9,8,6,6,2,10,3,9,8,7,6,12,10,6,9,2,5,10,3,2,8,,,,,,,,,,,,,,,,,4,2,,3,,,,,,,,4.067,1.436,-0.209,1,2,1,2,2,1,4,1,2,2
290,2,9,,10,1,3,5,5,1,5,11,10,12,1,2,,9,9,,11,,9,,10,,5,8,4,8,3,12,1,2,9,10,9,1,12,10,10,2,1,3,10,1,,2,2,8,1,,,,6,5,4,9,5,,8,9,1,1,,4,2,,,12,7,3,,,1,,2,,10,,,,,,,,,,,,,,,,,,,,,,,12,18,4,13,7,14,10,6,4,5,2,7,9,7,9,5,3,10,4,4,6,9,107.5,,,,101,,,14,,,,,,,22,2,5,3,1,3,-1.324,0.882,-1.084,-0.519,1.445,6.635,6.02,4.042,2.458,-0.334,1,2,2,1,2,,,,,
291,1,5,,6,7,1,,3,6,5,9,7,,8,,,6,2,6,11,5,7.5,3,8,,7,,1,5,8,6.5,1,6,5,7,5,6,,5,,6,,,3,3,6,,,,8,6,0.5,7.5,6,7.5,,4,7,2,4,4,,3,6.5,6,7,8,6,,,,9,6,,8,,6,9,5,7,,7,9,5,,6.5,,,,,,,,,,1,,,5,,15,19,3,5,12,15,7,5,5,9,6,9,8,7,6,10,6,10,12,5,6,9,135,170,132.5,140.32,96,,,,,,,,,,34,4,5,3,,4,-0.805,0.535,0.555,0.943,0.221,7.404,6.92,5.376,2.536,0.985,,,,,,,,,,
292,1,7,11,9,,4,,6,,6,,,9,,,8,10,,,12,4,12,,5,7,12,5,,,8,8,1,7,8,1,5,,9,,,,,,2,,12,5,,,4,8,2,7,10,,6,,6,4,,4,2,,,,,,,3,,,,,,,,10,,,11,,,,,,10,,,,,,,9,,6,,,8,,,11,12,4,12,14,12,7,5,10,5,6,12,6,7,4,6,6,9,7,9,12,5,137.5,152.5,122.5,143.04,134,17,9,17,15,19,19,14,18,15,22,2,4,2,1,5,,,,,,5.635,4.3,5.375,2.595,0.749,2,2,2,2,2,1,4,1,2,2
293,1,8,6,8,6,7,7,6,8,6,6,6,6,7,6,,7,,6,9,7,8,,8,7,7,7,7,,8,8,6,6,7,,8,7,,7,7,,7,6,4,6,8,5,8,7,6,,6,7,,8,4,,,4,,7,7,7,7,,6,,6,,7,8,8,,5,8,,,,6,7,7,,,,,8,,,7,,,,,,,,8,,,,11,11,6,4,8,8,5,5,6,6,5,8,7,6,6,8,4,6,10,9,8,8,127.5,152.5,,,126,,,,,,,,,,25,2,5,3,1,,,,,,,6.75,3.2,4.154,2.027,-0.377,,,,,,,,,,
294,2,7.5,6.5,12,10,6,7.5,7,,5,11,12,4,8,6.5,8,7.5,7.5,6.5,11,8,7,5,7.5,9,10,,4,6,,11,6,9,12,7.5,7,6,7.5,9,6,8,7,5,4,6.5,9,8,2,,7,,6.5,9,,9,6,5,9,7,,,3,6,,7.5,1,9,2,12,6.5,10,8,,,11,7.5,,8,7.5,10,6,,,7,5,,,7,,,,,,,,,,,,,15,10,7,6,12,12,8,5,4,7,4,5,9,6,4,8,5,6,4,5,4,11,,,,,,,,,,,,,,,18,1,4,2,2,,0.664,-0.87,0.375,-0.669,-0.84,7.288,6.42,,,,,,,,,,,,,
295,2,4,7,6,6,,7,6,5,8,9,10,7,7,2,6,6,6,5,12,8,7,6,11,7,7,7,8,7,6,7,5,7,8,9,8,5,9,4,7,6,6,5,5,4,11,5,7,7,4,5,3,5,6,6,5,8,8,1,7,7,4,2,4,3,6,8,6,11,6,7,8,5,3,12,4,4,6,5,2,7,,5,5,4,5,,5,7,5,,5,,,7,,7,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3.1,,,,2,2,1,2,1,1,4,1,3,2
296,2,5,9,6,8,9,,7,7,8,7,6,8,,,8,8,6,6,11,8,8,7,6,,7,,9,7,,6,7,6,8,8,5,,5,10,,,7,6,,7,8,6,7,,,8,6,7,8,6,7,6,10,4,,8,,6,8,6,7,9,5,8,,6,10,7,6,10,5,,8,,7,8,5,10,8,,,,,7,,,,,5,,,,,,8,14,15,6,6,14,8,8,6,5,3,8,8,7,7,6,11,3,11,9,4,4,5,115,,,134.88,93,16,14,16,13,,,,,,22,2,5,3,2,,,,,,,,6.58,,,,,,,,,,,,,
297,2,9,6,10,7,5,,8,7,5,10,11,8,7,10,,9,7,7,9,9,12,,10,6,7,,,8,6,10,5,6,8,12,,,10,11,8,5,,,6,5,,,9,,4,8,,5,9,7,,6,8,4,7,8,4,4,6,,,9,5,8,,8,8,8,5,8,,,7,6,8,,,6,8,6,,,8,7.5,,,,,,,,6,,,,,,9,9,6,9,,,,,,,,,,,,,,,,,,,,,,17,14,12,,12,,,,20,27,3,,,,1,0.824,-0.001,-1.55,-1.052,1.071,5.058,5.7,4.807,1.573,0.576,1,1,2,1,1,1,4,1,3,1
298,1,9,8,10,12,7,,7,9,7,1,10,8,,11,,12,7,9,3,3,6,5,10,7,7,,7,6,,10,7,7,,,9,7,10,10,,6,6,6,7,7,10,,,,12,6,,5,,,,6,7,,,1,,,7,,,11,,,,,,9,7,7,7,,,,,,,12,,,,,,8,,,,,,,,5,,,,12,18,4,6,8,15,4,6,8,6,4,8,7,5,2,8,8,8,7,7,7,6,107.5,125,120,,70,13,10,11,13,11,15,15,19,10,28,3,,,,2,-0.536,-1.033,1.766,0.33,-0.479,3.654,1.92,3.865,3.55,-0.633,1,1,2,2,1,,,,,
299,1,9,5,10,8,8,8,7.5,9,11,12,12,,9,7,,9,8,12,11,10,10,7,11,3,8,,10,12,9,12,,11,8,12,10,8,11,11,10,11,8,9,7,6,6,,6,8,2,8,3,7.1,,12,8,6,,7,6,,,7,11,,,,9,11,8,8,10,,8,9,,,,,10,,,,12,,,8.5,,,,,,,,11,,5,,,,8,17,4,6,12,5,3,7,4,8,0,8,3,6,8,8,4,7,12,12,4,2,130,,,,132,,,,,,,,,,23,2,4,2,1,4,-1.367,-0.384,-2.314,0.762,-0.187,8.038,6.82,4.566,1.576,0.067,,,,,,,,,,
300,1,7,7,7,7,7,8,8,7,8,7,7,6,9,6,8,9,6,7,7,7,8,9,7,5,6,5,7,6,8,8,5,6,7,9,8,6,8,7,7,6,7,7,5,,,6,7,8,6,5,6,7,,,7,5,,4,6,8,7,8,6,6,8,7,6,7,8,1,7,7,7,8,6,5,9,7,8,8,,9,6,7,,,,8,6,,7,,,7,,9,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,6.75,3.48,,,,1,2,2,1,1,1,4,1,2,2
301,1,10,11,9,9,6,11,6,10,10,12,7.5,12,10,9,9,11,10,6.5,10,11,10,9,12,7,8,9,10,11,10,10,10,7.5,10,,8,6.5,10,12,7.5,7.5,9,8,6,10,12,7,11,,6,8,6.5,7,11,12,9,7,10,6,,,6,,10,7,9,8,5,,11,,,9,6,10,7.5,12,11,7,10,12,8,12,10,7,12,10,10,10,,12,8,10,9,10,,9,10,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,2,1,2,2,,,,,,6.712,7.84,5.421,1.882,0.8,1,1,2,2,1,1,4,1,2,3
